Opcode,M_Cycle,Label,Addr_Sel,Reg_Dest,Reg_Src,ALU_Op,IDU_Op,Mem_Read,Mem_Write,Is_Done
0x7F,1,"LD A, A M1",PC,REG_A,REG_A,NONE,PC_INC,1,0,1
0x06,1,"LD B, n M1",PC,NONE,NONE,NONE,PC_INC,1,0,0
0x06,2,"LD B, n M2",PC,REG_B,REG_MEM,NONE,PC_INC,1,0,1
0x0E,1,"LD C, n M1",PC,NONE,NONE,NONE,PC_INC,1,0,0
0x0E,2,"LD C, n M2",PC,REG_C,REG_MEM,NONE,PC_INC,1,0,1
0x16,1,"LD D, n M1",PC,NONE,NONE,NONE,PC_INC,1,0,0
0x16,2,"LD D, n M2",PC,REG_D,REG_MEM,NONE,PC_INC,1,0,1
0x1E,1,"LD E, n M1",PC,NONE,NONE,NONE,PC_INC,1,0,0
0x1E,2,"LD E, n M2",PC,REG_E,REG_MEM,NONE,PC_INC,1,0,1
0x26,1,"LD H, n M1",PC,NONE,NONE,NONE,PC_INC,1,0,0
0x26,2,"LD H, n M2",PC,REG_H,REG_MEM,NONE,PC_INC,1,0,1
0x2E,1,"LD L, n M1",PC,NONE,NONE,NONE,PC_INC,1,0,0
0x2E,2,"LD L, n M2",PC,REG_L,REG_MEM,NONE,PC_INC,1,0,1
0x3E,1,"LD A, n M1",PC,NONE,NONE,NONE,PC_INC,1,0,0
0x3E,2,"LD A, n M2",PC,REG_A,REG_MEM,NONE,PC_INC,1,0,1
0x46,1,"LD B,HL M1",PC,NONE,NONE,NONE,PC_INC,1,0,0
0x46,2,"LD B,HL M2",HL,REG_B,REG_MEM,NONE,NONE,1,0,1
0x4E,1,"LD C,HL M1",PC,NONE,NONE,NONE,PC_INC,1,0,0
0x4E,2,"LD C,HL M2",HL,REG_C,REG_MEM,NONE,NONE,1,0,1
0x56,1,"LD D,HL M1",PC,NONE,NONE,NONE,PC_INC,1,0,0
0x56,2,"LD D,HL M2",HL,REG_D,REG_MEM,NONE,NONE,1,0,1
0x5E,1,"LD E,HL M1",PC,NONE,NONE,NONE,PC_INC,1,0,0
0x5E,2,"LD E,HL M2",HL,REG_E,REG_MEM,NONE,NONE,1,0,1
0x66,1,"LD H,HL M1",PC,NONE,NONE,NONE,PC_INC,1,0,0
0x66,2,"LD H,HL M2",HL,REG_H,REG_MEM,NONE,NONE,1,0,1
0x6E,1,"LD L,HL M1",PC,NONE,NONE,NONE,PC_INC,1,0,0
0x6E,2,"LD L,HL M2",HL,REG_L,REG_MEM,NONE,NONE,1,0,1
0x7E,1,"LD A,HL M1",PC,NONE,NONE,NONE,PC_INC,1,0,0
0x7E,2,"LD A,HL M2",HL,REG_A,REG_MEM,NONE,NONE,1,0,1
0x70,1,"LD HL,B M1",PC,NONE,NONE,NONE,PC_INC,1,0,0
0x70,2,"LD HL,B M2",HL,REG_MEM,REG_B,NONE,NONE,0,1,1
0x71,1,"LD HL,C M1",PC,NONE,NONE,NONE,PC_INC,1,0,0
0x71,2,"LD HL,C M2",HL,REG_MEM,REG_C,NONE,NONE,0,1,1
0x72,1,"LD HL,D M1",PC,NONE,NONE,NONE,PC_INC,1,0,0
0x72,2,"LD HL,D M2",HL,REG_MEM,REG_D,NONE,NONE,0,1,1
0x73,1,"LD HL,E M1",PC,NONE,NONE,NONE,PC_INC,1,0,0
0x73,2,"LD HL,E M2",HL,REG_MEM,REG_E,NONE,NONE,0,1,1
0x74,1,"LD HL,H M1",PC,NONE,NONE,NONE,PC_INC,1,0,0
0x74,2,"LD HL,H M2",HL,REG_MEM,REG_H,NONE,NONE,0,1,1
0x75,1,"LD HL,L M1",PC,NONE,NONE,NONE,PC_INC,1,0,0
0x75,2,"LD HL,L M2",HL,REG_MEM,REG_L,NONE,NONE,0,1,1
0x77,1,"LD HL,A M1",PC,NONE,NONE,NONE,PC_INC,1,0,0
0x77,2,"LD HL,A M2",HL,REG_MEM,REG_A,NONE,NONE,0,1,1
0x36,1,"LD HL, n M1",PC,NONE,NONE,NONE,PC_INC,1,0,0
0x36,2,"LD HL, n M2",PC,TEMP_Z,REG_MEM,NONE,PC_INC,1,0,0
0x36,3,"LD HL, n M3",HL,REG_MEM,TEMP_Z,NONE,NONE,0,1,1
0x0A,1,"LD A, BC M1",PC,NONE,NONE,NONE,PC_INC,1,0,0
0x0A,2,"LD A, BC M2",BC,REG_A,REG_MEM,NONE,NONE,1,0,1
0x1A,1,"LD A, DE M1",PC,NONE,NONE,NONE,PC_INC,1,0,0
0x1A,2,"LD A, DE M2",DE,REG_A,REG_MEM,NONE,NONE,1,0,1
0x02,1,"LD BC, A M1",PC,NONE,NONE,NONE,PC_INC,1,0,0
0x02,2,"LD BC, A M2",BC,REG_MEM,REG_A,NONE,NONE,0,1,1
0x12,1,"LD DE, A M1",PC,NONE,NONE,NONE,PC_INC,1,0,0
0x12,2,"LD DE, A M2",DE,REG_MEM,REG_A,NONE,NONE,0,1,1
0xFA,1,"LD A, nn M1",PC,NONE,NONE,NONE,PC_INC,1,0,0
0xFA,2,"LD A, nn M2",PC,TEMP_Z,REG_MEM,NONE,PC_INC,1,0,0
0xFA,3,"LD A, nn M3",PC,TEMP_W,REG_MEM,NONE,PC_INC,1,0,0
0xFA,4,"LD A, nn M4",WZ,REG_A,REG_MEM,NONE,NONE,1,0,1
0xEA,1,"LD nn, A M1",PC,NONE,NONE,NONE,PC_INC,1,0,0
0xEA,2,"LD nn, A M2",PC,TEMP_Z,REG_MEM,NONE,PC_INC,1,0,0
0xEA,3,"LD nn, A M3",PC,TEMP_W,REG_MEM,NONE,PC_INC,1,0,0
0xEA,4,"LD nn, A M4",WZ,REG_MEM,REG_A,NONE,NONE,0,1,1
0xF2,1,"LDH A, C M1",PC,NONE,NONE,NONE,PC_INC,1,0,0
0xF2,2,"LDH A, C M3",FF00_C,REG_A,REG_MEM,NONE,NONE,1,0,1
0xE2,1,"LDH C, A M1",PC,NONE,NONE,NONE,PC_INC,1,0,0
0xE2,2,"LDH C, A M2",FF00_C,REG_MEM,REG_A,NONE,NONE,0,1,1
0xF0,1,"LDH A, n M1",PC,NONE,NONE,NONE,PC_INC,1,0,0
0xF0,2,"LDH A, n M2",PC,TEMP_Z,REG_MEM,NONE,PC_INC,1,0,0
0xF0,3,"LDH A, n M3",FF00_Z,REG_A,REG_MEM,NONE,NONE,1,0,1
0xE0,1,"LD n, A M1",PC,NONE,NONE,NONE,PC_INC,1,0,0
0xE0,2,"LD n, A M2",PC,TEMP_Z,REG_MEM,NONE,PC_INC,1,0,0
0xE0,3,"LD n, A M3",FF00_Z,REG_MEM,REG_A,NONE,NONE,0,1,1
0x3A,1,"LD A, HL- M1",PC,NONE,NONE,NONE,PC_INC,1,0,0
0x3A,2,"LD A, HL- M2",HL,REG_A,REG_MEM,NONE,HL_DEC,1,0,1
0x32,1,"LD HL-, A M1",PC,NONE,NONE,NONE,PC_INC,1,0,0
0x32,2,"LD HL-, A M2",HL,REG_MEM,REG_A,NONE,HL_DEC,0,1,1
0x2A,1,"LD A, HL+ M1",PC,NONE,NONE,NONE,PC_INC,1,0,0
0x2A,2,"LD A, HL+ M2",HL,REG_A,REG_MEM,NONE,HL_INC,1,0,1
0x22,1,"LD HL+, A M1",PC,NONE,NONE,NONE,PC_INC,1,0,0
0x22,2,"LD HL+, A M2",HL,REG_MEM,REG_A,NONE,HL_INC,0,1,1
0x1,1,"LD BC, nn M1",PC,NONE,NONE,NONE,PC_INC,1,0,0
0x1,2,"LD BC, nn M2",PC,REG_C,REG_MEM,NONE,PC_INC,1,0,0
0x1,3,"LD BC, nn M3",PC,REG_B,REG_MEM,NONE,PC_INC,1,0,1
0x11,1,"LD DE, nn M1",PC,NONE,NONE,NONE,PC_INC,1,0,0
0x11,2,"LD DE, nn M2",PC,REG_E,REG_MEM,NONE,PC_INC,1,0,0
0x11,3,"LD DE, nn M3",PC,REG_D,REG_MEM,NONE,PC_INC,1,0,1
0x21,1,"LD HL, nn M1",PC,NONE,NONE,NONE,PC_INC,1,0,0
0x21,2,"LD HL, nn M2",PC,REG_L,REG_MEM,NONE,PC_INC,1,0,0
0x21,3,"LD HL, nn M3",PC,REG_H,REG_MEM,NONE,PC_INC,1,0,1
0x31,1,"LD SP, nn M1",PC,NONE,NONE,NONE,PC_INC,1,0,0
0x31,2,"LD SP, nn M2",PC,REG_P,REG_MEM,NONE,PC_INC,1,0,0
0x31,3,"LD SP, nn M3",PC,REG_S,REG_MEM,NONE,PC_INC,1,0,1
0x08,1,"LD nn, sp M1",PC,NONE,NONE,NONE,PC_INC,1,0,0
0x08,2,"LD nn, sp M2",PC,TEMP_Z,REG_MEM,NONE,PC_INC,1,0,0
0x08,3,"LD nn, sp M3",PC,TEMP_W,REG_MEM,NONE,PC_INC,1,0,0
0x08,4,"LD nn, sp M4",WZ,REG_MEM,REG_P,NONE,WZ_INC,0,1,0
0x08,5,"LD nn, sp M5",WZ,REG_MEM,REG_S,NONE,NONE,0,1,1
0xF9,1,"LD sp, hl M1",PC,NONE,NONE,NONE,PC_INC,1,0,0
0xF9,2,"LD sp, hl M2",HL,NONE,NONE,NONE,HL_TO_SP,0,0,1
0xC5,1,PUSH BC M1,PC,NONE,NONE,NONE,PC_INC,1,0,0
0xC5,2,PUSH BC M2,SP,NONE,NONE,NONE,SP_DEC,0,0,0
0xC5,3,PUSH BC M3,SP,REG_MEM,REG_B,NONE,SP_DEC,0,1,0
0xC5,4,PUSH BC M4,SP,REG_MEM,REG_C,NONE,NONE,0,1,1
0xD5,1,PUSH DE M1,PC,NONE,NONE,NONE,PC_INC,1,0,0
0xD5,2,PUSH DE M2,SP,NONE,NONE,NONE,SP_DEC,0,0,0
0xD5,3,PUSH DE M3,SP,REG_MEM,REG_D,NONE,SP_DEC,0,1,0
0xD5,4,PUSH DE M4,SP,REG_MEM,REG_E,NONE,NONE,0,1,1
0xE5,1,PUSH HL M1,PC,NONE,NONE,NONE,PC_INC,1,0,0
0xE5,2,PUSH HL M2,SP,NONE,NONE,NONE,SP_DEC,0,0,0
0xE5,3,PUSH HL M3,SP,REG_MEM,REG_H,NONE,SP_DEC,0,1,0
0xE5,4,PUSH HL M4,SP,REG_MEM,REG_L,NONE,NONE,0,1,1
0xF5,1,PUSH AF M1,PC,NONE,NONE,NONE,PC_INC,1,0,0
0xF5,2,PUSH AF M2,SP,NONE,NONE,NONE,SP_DEC,0,0,0
0xF5,3,PUSH AF M3,SP,REG_MEM,REG_A,NONE,SP_DEC,0,1,0
0xF5,4,PUSH AF M4,SP,REG_MEM,REG_F,NONE,NONE,0,1,1
0xC1,1,POP BC M1,PC,NONE,NONE,NONE,PC_INC,1,0,0
0xC1,2,POP BC M2,SP,REG_C,REG_MEM,NONE,SP_INC,1,0,0
0xC1,3,POP BC M3,SP,REG_B,REG_MEM,NONE,SP_INC,1,0,1
0xD1,1,POP DE M1,PC,NONE,NONE,NONE,PC_INC,1,0,0
0xD1,2,POP DE M2,SP,REG_E,REG_MEM,NONE,SP_INC,1,0,0
0xD1,3,POP DE M3,SP,REG_D,REG_MEM,NONE,SP_INC,1,0,1
0xE1,1,POP HL M1,PC,NONE,NONE,NONE,PC_INC,1,0,0
0xE1,2,POP HL M2,SP,REG_L,REG_MEM,NONE,SP_INC,1,0,0
0xE1,3,POP HL M3,SP,REG_H,REG_MEM,NONE,SP_INC,1,0,1
0xF1,1,POP AF M1,PC,NONE,NONE,NONE,PC_INC,1,0,0
0xF1,2,POP AF M2,SP,REG_F,REG_MEM,NONE,SP_INC,1,0,0
0xF1,3,POP AF M3,SP,REG_A,REG_MEM,NONE,SP_INC,1,0,1
0xF8,1,"LD HL, SP+e M1",PC,NONE,NONE,NONE,PC_INC,1,0,0
0xF8,2,"LD HL, SP+e M2",PC,TEMP_Z,REG_MEM,NONE,PC_INC,1,0,0
0xF8,3,"LD HL, SP+e M3",NONE,NONE,NONE,ADD_SP_E,NONE,0,0,1
0x80,1,ADD B M1,PC,NONE,REG_B,ADD,PC_INC,1,0,1
0x81,1,ADD C M1,PC,NONE,REG_C,ADD,PC_INC,1,0,1
0x82,1,ADD D M1,PC,NONE,REG_D,ADD,PC_INC,1,0,1
0x83,1,ADD E M1,PC,NONE,REG_E,ADD,PC_INC,1,0,1
0x84,1,ADD H M1,PC,NONE,REG_H,ADD,PC_INC,1,0,1
0x85,1,ADD L M1,PC,NONE,REG_L,ADD,PC_INC,1,0,1
0x87,1,ADD A M1,PC,NONE,REG_A,ADD,PC_INC,1,0,1
0x86,1,ADD HL M1,PC,NONE,NONE,NONE,PC_INC,1,0,0
0x86,2,ADD HL M2,HL,NONE,REG_MEM,ADD,NONE,1,0,1
0xC6,1,ADD HL M1,PC,NONE,NONE,NONE,PC_INC,1,0,0
0xC6,2,ADD HL M2,PC,NONE,REG_MEM,ADD,PC_INC,1,0,1
0x88,1,ADC B M1,PC,NONE,REG_B,ADC,PC_INC,1,0,1
0x89,1,ADC C M1,PC,NONE,REG_C,ADC,PC_INC,1,0,1
0x8A,1,ADC D M1,PC,NONE,REG_D,ADC,PC_INC,1,0,1
0x8B,1,ADC E M1,PC,NONE,REG_E,ADC,PC_INC,1,0,1
0x8C,1,ADC H M1,PC,NONE,REG_H,ADC,PC_INC,1,0,1
0x8D,1,ADC L M1,PC,NONE,REG_L,ADC,PC_INC,1,0,1
0x8F,1,ADC A M1,PC,NONE,REG_A,ADC,PC_INC,1,0,1
0xCE,1,ADC n M1,PC,NONE,NONE,NONE,PC_INC,1,0,0
0xCE,2,ADC n M2,PC,NONE,REG_MEM,ADC,PC_INC,1,0,1
0x8E,1,ADC HL M1,PC,NONE,NONE,NONE,PC_INC,1,0,0
0x8E,2,ADC HL M2,HL,NONE,REG_MEM,ADC,NONE,1,0,1
0x90,1,SUB B M1,PC,NONE,REG_B,SUB,PC_INC,1,0,1
0x91,1,SUB C M1,PC,NONE,REG_C,SUB,PC_INC,1,0,1
0x92,1,SUB D M1,PC,NONE,REG_D,SUB,PC_INC,1,0,1
0x93,1,SUB E M1,PC,NONE,REG_E,SUB,PC_INC,1,0,1
0x94,1,SUB H M1,PC,NONE,REG_H,SUB,PC_INC,1,0,1
0x95,1,SUB L M1,PC,NONE,REG_L,SUB,PC_INC,1,0,1
0x97,1,SUB A M1,PC,NONE,REG_A,SUB,PC_INC,1,0,1
0x96,1,SUB HL M1,PC,NONE,NONE,NONE,PC_INC,1,0,0
0x96,2,SUB HL M2,HL,NONE,REG_MEM,SUB,NONE,1,0,1
0xD6,1,SUB n M1,PC,NONE,NONE,NONE,PC_INC,1,0,0
0xD6,2,SUB n M2,PC,NONE,REG_MEM,SUB,PC_INC,1,0,1
0x98,1,SBC B M1,PC,NONE,REG_B,SBC,PC_INC,1,0,1
0x99,1,SBC C M1,PC,NONE,REG_C,SBC,PC_INC,1,0,1
0x9A,1,SBC D M1,PC,NONE,REG_D,SBC,PC_INC,1,0,1
